id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
993,713,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:26:58,00:47:12,0.28,0.88,1029.25,281.67
994,714,5,Tire rotation performed; all four corners swapped per pattern.,00:43:03,00:53:09,0.70,1.13,151.77,393.42
995,715,5,Cabin air filter replaced; A/C evaporator spray applied.,00:39:00,00:59:17,0.66,0.78,1110.97,1388.92
996,716,5,Windshield wiper blades replaced; washer fluid topped up.,00:32:36,00:23:20,0.78,0.35,128.19,819.01
997,717,5,Windshield wiper blades replaced; washer fluid topped up.,00:39:06,00:23:19,0.71,0.96,655.48,505.55
998,718,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:39:07,00:29:01,0.65,1.17,521.94,930.60
999,719,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:35:52,00:34:00,0.48,0.56,1144.34,509.10
1000,720,5,Windshield wiper blades replaced; washer fluid topped up.,00:16:10,00:53:31,0.27,0.85,808.71,423.67
1001,721,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:34:07,00:30:18,0.56,0.78,552.20,1389.80
1002,722,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:25:26,00:56:42,0.45,0.87,1091.78,1103.95
1003,723,5,Battery terminals cleaned and coated; voltage test passed.,00:32:58,00:30:35,0.47,1.26,569.10,391.69
1004,724,5,Engine bay wash and basic undercarriage inspection.,00:16:13,00:48:24,0.70,1.11,490.61,945.54
1005,725,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:32:34,00:39:55,0.48,1.03,470.23,1008.73
1006,726,5,Cabin air filter replaced; A/C evaporator spray applied.,00:21:11,00:42:30,0.57,0.44,554.60,671.78
1007,727,5,Tire rotation performed; all four corners swapped per pattern.,00:37:49,00:39:13,0.81,0.48,690.71,883.37
1008,728,5,Tire rotation performed; all four corners swapped per pattern.,00:38:03,00:24:34,0.47,1.06,174.82,382.79
1009,729,5,Cabin air filter replaced; A/C evaporator spray applied.,00:27:27,00:56:36,0.59,0.97,708.59,1097.21
1010,730,5,Cabin air filter replaced; A/C evaporator spray applied.,00:37:06,00:37:28,0.31,0.67,1001.27,1108.38
1011,731,5,Cabin air filter replaced; A/C evaporator spray applied.,00:33:20,00:44:31,0.88,1.24,926.34,1118.10
1012,732,5,Quick oil and filter change — standard 4L synthetic oil used.,00:37:11,00:51:50,0.81,0.37,1187.63,409.82
1013,733,5,Tire rotation performed; all four corners swapped per pattern.,00:20:56,00:33:51,0.37,0.46,118.02,1460.87
1014,734,5,Battery terminals cleaned and coated; voltage test passed.,00:21:49,00:52:47,0.53,0.68,762.86,381.00
1015,735,5,Battery terminals cleaned and coated; voltage test passed.,00:19:33,00:46:13,0.75,1.18,294.79,710.14
1016,736,5,Quick oil and filter change — standard 4L synthetic oil used.,00:23:21,00:38:14,0.39,0.80,857.88,242.98
1017,737,5,Tire rotation performed; all four corners swapped per pattern.,00:40:38,00:33:46,0.99,0.70,484.67,703.18
1018,738,5,Cabin air filter replaced; A/C evaporator spray applied.,00:22:18,00:33:24,0.66,0.64,997.69,992.56
1019,739,5,Quick oil and filter change — standard 4L synthetic oil used.,00:22:12,00:24:44,0.25,0.70,1167.28,1208.81
1020,740,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:44:34,00:34:12,0.31,0.94,275.65,902.49
1021,741,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:40:47,00:29:02,0.87,0.35,585.44,1349.23
1022,742,5,Windshield wiper blades replaced; washer fluid topped up.,00:22:10,00:27:18,0.52,1.02,1164.37,1040.85
1023,743,5,Quick oil and filter change — standard 4L synthetic oil used.,00:25:14,00:34:36,0.71,0.84,1019.39,1067.69
1024,744,5,Battery terminals cleaned and coated; voltage test passed.,00:27:10,00:35:22,0.77,0.33,997.31,1237.86
1025,745,5,Windshield wiper blades replaced; washer fluid topped up.,00:42:12,00:40:13,0.33,0.68,357.55,475.91
1026,746,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:27:35,00:49:43,0.47,0.86,153.35,256.43
1027,747,5,Engine bay wash and basic undercarriage inspection.,00:18:24,00:27:12,0.40,0.55,222.99,621.78
1028,748,5,Tire rotation performed; all four corners swapped per pattern.,00:27:06,00:35:24,0.42,1.03,590.65,905.87
1029,749,5,Cabin air filter replaced; A/C evaporator spray applied.,00:34:01,00:41:39,0.40,1.13,962.98,662.14
1030,750,5,Quick oil and filter change — standard 4L synthetic oil used.,00:39:20,00:34:18,0.56,0.43,827.97,155.59
1031,751,5,Cabin air filter replaced; A/C evaporator spray applied.,00:28:53,00:47:32,0.31,0.51,1134.82,398.26
1032,752,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:22:44,00:42:59,0.70,1.27,580.44,168.58
1033,753,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:25:02,00:40:16,0.40,0.81,352.26,848.46
1034,754,5,Tire rotation performed; all four corners swapped per pattern.,00:31:07,00:51:49,0.66,0.45,723.49,304.12
1035,755,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:34:15,00:49:41,0.43,1.29,910.18,660.59
1036,756,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:38:32,00:33:54,0.99,0.54,952.65,1445.31
1037,757,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:27:23,00:56:29,0.70,0.53,1139.85,138.32
1038,758,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:21,00:40:12,0.52,0.84,807.01,607.92
1039,759,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:25:11,00:54:52,0.57,1.29,407.98,419.55
1040,760,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:17:58,00:55:00,0.96,0.50,137.47,286.91
1041,761,5,Cabin air filter replaced; A/C evaporator spray applied.,00:29:46,00:42:44,0.93,0.79,255.65,997.79
1042,762,5,Cabin air filter replaced; A/C evaporator spray applied.,00:32:45,00:28:30,0.77,0.39,138.29,160.95
1043,763,5,Windshield wiper blades replaced; washer fluid topped up.,00:38:28,00:52:14,0.91,0.90,545.38,274.04
1044,764,5,Quick oil and filter change — standard 4L synthetic oil used.,00:38:05,00:57:07,0.50,0.31,807.36,1278.30
1045,765,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:41:19,00:38:40,0.64,1.02,660.82,911.57
1046,766,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:35:56,00:41:29,0.65,0.85,466.31,1031.55
1047,767,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:15:00,00:54:21,0.67,1.13,249.01,1090.41
1048,768,5,Windshield wiper blades replaced; washer fluid topped up.,00:26:46,00:48:43,0.42,0.47,677.89,480.59
1049,769,5,Tire rotation performed; all four corners swapped per pattern.,00:42:02,00:36:08,0.69,1.20,931.00,644.72
1050,770,5,Windshield wiper blades replaced; washer fluid topped up.,00:28:18,00:38:21,0.76,0.92,745.09,166.04
1051,771,5,Windshield wiper blades replaced; washer fluid topped up.,00:16:23,00:56:04,0.72,0.61,583.93,974.40
1052,772,5,Windshield wiper blades replaced; washer fluid topped up.,00:38:31,00:29:27,0.92,0.30,437.54,374.90
1053,773,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:21:18,00:23:48,0.43,0.44,493.03,538.50
1054,774,5,Tire rotation performed; all four corners swapped per pattern.,00:17:05,00:29:04,0.75,1.22,685.49,828.30
1055,775,5,Tire rotation performed; all four corners swapped per pattern.,00:44:01,00:31:12,0.96,1.27,185.22,1025.49
1056,776,5,Engine bay wash and basic undercarriage inspection.,00:30:18,00:30:02,0.46,0.80,702.94,230.41
1057,777,5,Tire rotation performed; all four corners swapped per pattern.,00:15:23,00:47:26,0.86,1.23,279.46,1201.38
1058,778,5,Windshield wiper blades replaced; washer fluid topped up.,00:19:06,00:27:12,0.67,0.40,553.63,1184.30
1059,779,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:28:25,00:28:33,0.28,0.91,819.15,358.73
1060,780,5,Windshield wiper blades replaced; washer fluid topped up.,00:28:43,00:43:15,0.74,1.02,317.18,415.33
1061,781,5,Battery terminals cleaned and coated; voltage test passed.,00:15:54,00:57:29,0.68,1.27,526.53,1497.29
1062,782,5,Windshield wiper blades replaced; washer fluid topped up.,00:15:08,00:32:05,0.45,0.63,326.58,976.34
1063,783,5,Cabin air filter replaced; A/C evaporator spray applied.,00:38:52,00:37:38,0.43,0.36,500.78,1404.75
1064,784,5,Tire rotation performed; all four corners swapped per pattern.,00:17:39,00:45:37,0.45,0.76,874.38,1108.55
1065,785,5,Battery terminals cleaned and coated; voltage test passed.,00:16:22,00:31:41,0.70,0.57,925.30,1121.04
1066,786,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:20:12,00:27:44,0.41,1.22,553.98,1472.97
1067,787,5,Cabin air filter replaced; A/C evaporator spray applied.,00:35:27,00:49:16,0.54,0.47,876.13,893.19
1068,788,5,Engine bay wash and basic undercarriage inspection.,00:40:02,00:28:26,0.34,0.67,815.80,942.04
1069,789,5,Tire rotation performed; all four corners swapped per pattern.,00:31:10,00:56:48,0.94,1.27,277.60,1322.63
1070,790,5,Quick oil and filter change — standard 4L synthetic oil used.,00:16:55,00:49:21,0.44,1.05,813.04,469.78
1071,791,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:25:59,00:34:35,0.54,0.34,372.41,1443.58
1072,792,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:31,00:43:42,1.00,0.49,147.98,334.67
1073,793,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:40:59,00:24:24,0.34,0.46,870.08,456.47
1074,794,5,Tire rotation performed; all four corners swapped per pattern.,00:22:43,00:24:51,0.37,0.38,764.00,1152.98
1075,795,5,Engine bay wash and basic undercarriage inspection.,00:24:21,00:39:39,0.49,0.76,962.04,330.32
1076,796,5,Tire rotation performed; all four corners swapped per pattern.,00:31:05,00:41:32,0.75,0.77,1100.68,832.04
1077,797,5,Tire rotation performed; all four corners swapped per pattern.,00:18:19,00:48:20,0.97,1.14,401.62,1232.57
1078,798,5,Windshield wiper blades replaced; washer fluid topped up.,00:29:47,00:28:37,0.51,0.83,392.11,156.32
1079,799,5,Engine bay wash and basic undercarriage inspection.,00:15:10,00:22:14,0.35,1.02,1130.65,162.91
1080,800,5,Engine bay wash and basic undercarriage inspection.,00:24:00,00:40:50,0.99,0.41,394.40,1131.50
1081,801,5,Cabin air filter replaced; A/C evaporator spray applied.,00:18:54,00:23:42,0.49,0.49,882.78,708.64
1082,802,5,Engine bay wash and basic undercarriage inspection.,00:17:47,00:32:09,0.96,0.65,1080.82,534.87
1083,803,5,Engine bay wash and basic undercarriage inspection.,00:18:33,00:35:05,0.69,0.93,1105.71,675.00
1084,804,5,Engine bay wash and basic undercarriage inspection.,00:24:21,00:34:06,0.44,0.88,960.62,1348.82
1085,805,5,Quick oil and filter change — standard 4L synthetic oil used.,00:17:49,00:30:39,0.45,0.45,302.40,131.01
1086,806,5,Battery terminals cleaned and coated; voltage test passed.,00:16:32,00:28:45,0.74,1.01,358.31,466.36
1087,807,5,Engine bay wash and basic undercarriage inspection.,00:42:13,00:24:33,0.97,0.90,845.86,325.57
1088,808,5,Tire rotation performed; all four corners swapped per pattern.,00:38:37,00:23:47,0.79,0.36,367.83,362.51
1089,809,5,Tire rotation performed; all four corners swapped per pattern.,00:18:37,00:45:12,0.45,0.98,1003.87,1479.13
1090,810,5,Windshield wiper blades replaced; washer fluid topped up.,00:15:31,00:42:18,0.50,1.19,500.96,770.63
1091,811,5,Windshield wiper blades replaced; washer fluid topped up.,00:21:35,00:47:25,0.47,0.31,1119.32,374.74
1092,812,5,Battery terminals cleaned and coated; voltage test passed.,00:36:55,00:30:55,0.97,0.77,361.79,548.04
1093,813,5,Tire rotation performed; all four corners swapped per pattern.,00:39:53,00:23:40,0.31,0.57,859.02,1176.46
1094,814,5,Quick oil and filter change — standard 4L synthetic oil used.,00:37:16,00:37:20,0.58,1.16,1022.61,1446.92
1095,815,5,Quick oil and filter change — standard 4L synthetic oil used.,00:24:31,00:26:15,0.38,0.43,191.07,1299.41
1096,816,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:40:01,00:39:45,0.78,0.60,716.03,712.43
1097,817,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:30:20,00:43:07,0.68,1.03,1125.37,1457.90
1098,818,5,Cabin air filter replaced; A/C evaporator spray applied.,00:22:51,00:34:21,0.97,0.58,569.25,243.20
1099,819,5,Windshield wiper blades replaced; washer fluid topped up.,00:29:09,00:54:15,0.99,1.00,127.21,444.13
1100,820,5,Engine bay wash and basic undercarriage inspection.,00:42:01,00:52:06,0.59,0.73,1071.81,731.01
